Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Custom Product Type,Collection
Intense-peite REV-XS MXZ X,Intense-peite REV-XS MXZ X,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p><span class=""TextRun BCX0 SCXW133621878"" data-contrast=""auto"" lang=""EN-US"" xml:lang=""EN-US""><span class=""NormalTextRun BCX0 SCXW133621878"">KOKOONPANO JA MAHDOLLISET </span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2 GrammarErrorHighlight BCX0 SCXW133621878"">LISÄVARUSTEET;</span></span><span class=""EOP BCX0 SCXW133621878"" data-ccp-props='{""201341983"":0,""335559739"":160,""335559740"":259}'> </span></p>
<ul>
<li><span class=""EOP BCX0 SCXW133621878"" data-ccp-props='{""201341983"":0,""335559739"":160,""335559740"":259}'>YHDENISTUTTAVA</span></li>
<li><span class=""EOP BCX0 SCXW133621878"" data-ccp-props='{""201341983"":0,""335559739"":160,""335559740"":259}'>ERIKOISMATALA TUULILASI</span></li>
<li><span class=""EOP BCX0 SCXW133621878"" data-ccp-props='{""201341983"":0,""335559739"":160,""335559740"":259}'>MATALA TUULILASI</span></li>
<li><span class=""EOP BCX0 SCXW133621878"" data-ccp-props='{""201341983"":0,""335559739"":160,""335559740"":259}'>OHJAUSTANGON TUULISUOJAT</span></li>
<li><span class=""EOP BCX0 SCXW133621878"" data-ccp-props='{""201341983"":0,""335559739"":160,""335559740"":259}'>OHJAUSTANGON TUULISUOJIEN PEILIT</span></li>
<li><span class=""EOP BCX0 SCXW133621878"" data-ccp-props='{""201341983"":0,""335559739"":160,""335559740"":259}'>MXZ, OHJAUSTANGON KOROKESARJA</span></li>
<li><span class=""EOP BCX0 SCXW133621878"" data-ccp-props='{""201341983"":0,""335559739"":160,""335559740"":259}'>EXTRA- ETUPUSKURI</span></li>
</ul>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201373,,shopify,10000,deny,manual,249.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-478/7d1623e5abbb78d8812053bde232fb16__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Intense-peite REV-XS MXZ X,Intense-peite REV-XS MXZ X,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-478/7d1623e5abbb78d8812053bde232fb16__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Irroitettava LinQ - roiskeläppä,Irroitettava LinQ - roiskeläppä,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SCXW161706058 BCX0"">• </span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">Ei</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">häiritse</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SpellingErrorHighlight SCXW161706058 BCX0"">jäähdytyksen</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">toimintaa</span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SCXW161706058 BCX0"">. • </span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">Voidaan</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">säilyttää</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">tunnelissa</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">käytön</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">jälkeen</span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SCXW161706058 BCX0"">. • </span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">Voidaan</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">asentaa</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">vakioroiskeläppään</span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SCXW161706058 BCX0"">. 154-tuumaiset ja </span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">pidemmät</span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SCXW161706058 BCX0""> REV Gen4 Freeride- ja Summit-</span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">mallit</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">Ei</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">yhteensopiva</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">vetokoukkutakapuskurin</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">kanssa</span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SCXW161706058 BCX0""> Rev Gen4 146” (Backcountry, Summit, Freeride: </span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">poikkeava</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">asennus</span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SCXW161706058 BCX0"">, </span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">katso</span></span> <span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SpellingErrorV2 SCXW161706058 BCX0"">lisäohjeet</span></span><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SCXW161706058 BCX0"">)</span></span></p>
<p><strong><span class=""TextRun SCXW161706058 BCX0""><span class=""NormalTextRun SCXW161706058 BCX0"">HUOM! PAKETTI EI SISÄLLÄ ROISKELÄPPÄÄ.</span></span></strong></p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201914,,shopify,10000,deny,manual,171.04,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-303/983ed89b9a92167a74f47258c95de5ae__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Irroitettava LinQ - roiskeläppä,Irroitettava LinQ - roiskeläppä,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-303/983ed89b9a92167a74f47258c95de5ae__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
"JALKATUET ETEEN, musta","JALKATUET ETEEN, musta","<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Kovaan ajoon suunniteltu jalkatuki. Tukikulma pitää nilkan asennon rentona pitkillä matkoilla.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860200906,,shopify,10000,deny,manual,94.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-732/f3b005d5587630fa359b05020133fef5__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,"JALKATUET ETEEN, musta","JALKATUET ETEEN, musta",Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-732/f3b005d5587630fa359b05020133fef5__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Jalkatuet taakse | 860201504,Jalkatuet taakse | 860201504,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Lisää Summit-kelkkasi pitoa rinneajoa varten. Integroitu rakenne näyttää hyvältä ja toimii upeasti.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201504,,shopify,10000,deny,manual,69.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-733/7e20edea1209de530ad4108bbc9bcb1e__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Jalkatuet taakse | 860201504,Jalkatuet taakse | 860201504,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-733/7e20edea1209de530ad4108bbc9bcb1e__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Jarru -ja ketjukotelosuoja,Jarru -ja ketjukotelosuoja,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Pohjan lisäsuoja. Suojaa jarruja ja vaihdelaatikon iskuilta. Sopii malleille, joissa on pohjapanssari ja pitkä ketjukotelo.</p>
<ul class=""pfit-table-brand-items"">
<li class=""pfit-table-brand-item"">
<div class=""spacer pfit-table-cell""></div>
<div class=""model-name-container pfit-table-cell"">Shredder RE 3700 850 E-TEC</div>
<div class=""model-year-container pfit-table-cell""><span class=""model-year""> 2023 </span></div>
</li>
<li class=""pfit-table-brand-item"">
<div class=""spacer pfit-table-cell""></div>
<div class=""model-name-container pfit-table-cell"">Shredder RE 3700 850 E-TEC Turbo R</div>
<div class=""model-year-container pfit-table-cell""><span class=""model-year""> 2023 </span></div>
</li>
<li class=""pfit-table-brand-item"">
<div class=""spacer pfit-table-cell""></div>
<div class=""model-name-container pfit-table-cell"">Shredder RE 3900 850 E-TEC</div>
<div class=""model-year-container pfit-table-cell""><span class=""model-year""> 2023 </span></div>
</li>
<li class=""pfit-table-brand-item"">
<div class=""spacer pfit-table-cell""></div>
<div class=""model-name-container pfit-table-cell"">Shredder RE 3900 850 E-TEC Turbo R</div>
<div class=""model-year-container pfit-table-cell""><span class=""model-year""> 2023 </span></div>
</li>
<li class=""pfit-table-brand-item"">
<div class=""spacer pfit-table-cell""></div>
<div class=""model-name-container pfit-table-cell"">Shredder DS 3900 850 E-TEC</div>
<div class=""model-year-container pfit-table-cell""><span class=""model-year""> 2023 </span></div>
</li>
<li class=""pfit-table-brand-item"">
<div class=""spacer pfit-table-cell""></div>
<div class=""model-name-container pfit-table-cell"">Shredder DS 3900 850 E-TEC Turbo R</div>
<div class=""model-year-container pfit-table-cell""><span class=""model-year""> 2023 </span></div>
</li>
<li class=""pfit-table-brand-item"">
<div class=""spacer pfit-table-cell""></div>
<div class=""model-name-container pfit-table-cell"">Shredder DS 4100 850 E-TEC Turbo R</div>
<div class=""model-year-container pfit-table-cell""><span class=""model-year""> 2023 </span></div>
</li>
</ul>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202573,,shopify,10000,deny,manual,79.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-357/860202573__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0.webp,1,,FALSE,Jarru -ja ketjukotelosuoja,Jarru -ja ketjukotelosuoja,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-357/860202573__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Jarrun ja ketjukotelon suojat,Jarrun ja ketjukotelon suojat,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Lisäsuojaa kelkan alustalle ajaessasi ääriolosuhteissa. Suojat on helppo kiinnittää runkoon ruuveilla, ja merkattu alusta helpottaa asennusta. Pohjapanssarin kanssa yhteensopiva sarja sisältää suojat vasemmalle ja oikealle puolelle.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202765,,shopify,10000,deny,manual,74.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/147/SilverShop_Page_Product-146353/975893fa0901bfbfa21efe05d39f5856__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Jarrun ja ketjukotelon suojat,Jarrun ja ketjukotelon suojat,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/147/SilverShop_Page_Product-146353/975893fa0901bfbfa21efe05d39f5856__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Jarrunestesäiliön suoja,Jarrunestesäiliön suoja,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Suojaa jarrunestesäiliötä. Ikkuna nestetason tarkistusta varten. Alumiinista<br/>valettu rakenne.</p>
<p><strong>RADIEN / RADIEN-X </strong></p>
<p> </p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202171,,shopify,10000,deny,manual,69.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-304/af09d1c5f8c74847c26c320dcd6c9283__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Jarrunestesäiliön suoja,Jarrunestesäiliön suoja,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-304/af09d1c5f8c74847c26c320dcd6c9283__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
"Joustavat Mountain-käsisuojat | 860201591 | Radien, REX, REX2","Joustavat Mountain-käsisuojat | 860201591 | Radien, REX, REX2","<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>860201591<br/>Joustavat kiinnikkeet.<br/>Suunniteltu kestämään kierähdykset ja rankat maasto-olosuhteet. Pienemmät suojat joustavampaa materiaalia. Joustavat kiinnikkeet.</p>
<p><strong>Sopii myös Rave 120 &amp; 200</strong></p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201591,,shopify,10000,deny,manual,99.00,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-132/d0d841cd7620a8464029900abb577e13__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,"Joustavat Mountain-käsisuojat | 860201591 | Radien, REX, REX2","Joustavat Mountain-käsisuojat | 860201591 | Radien, REX, REX2",Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-132/d0d841cd7620a8464029900abb577e13__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Joustavat Mountain-käsisuojat | Ski-Doo | 860201561,Joustavat Mountain-käsisuojat | Ski-Doo | 860201561,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>860201561<br/>Joustavat kiinnikkeet.<br/>Suunniteltu kestämään kierähdykset ja rankat maasto-olosuhteet. Pienemmät suojat joustavampaa materiaalia. Joustavat kiinnikkeet.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201561,,shopify,10000,deny,manual,114.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-713/e8624db4b79ce23b87cef98d12d74f1e__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Joustavat Mountain-käsisuojat | Ski-Doo | 860201561,Joustavat Mountain-käsisuojat | Ski-Doo | 860201561,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-713/e8624db4b79ce23b87cef98d12d74f1e__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Jälkiasennusjohtosarja,Jälkiasennusjohtosarja,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<ul class=""mce-bullist"">
<li>Sovitin Radien²-lisävarusteiden virransyöttämiseksi Radien-ajoneuvoissa</li>
<li>Muuntaa 2-napaisen liittimen 3-napaiseksi.</li>
<li>LED-lisävalo (860202429) Radieniin edellyttää johtosarjaa (515178153).</li>
</ul>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202740,,shopify,10000,deny,manual,29.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/147/SilverShop_Page_Product-146363/Nayttokuva-2023-10-05-162849__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~png.webp,1,,FALSE,Jälkiasennusjohtosarja,Jälkiasennusjohtosarja,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/147/SilverShop_Page_Product-146363/Nayttokuva-2023-10-05-162849__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~png.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Jääraudat,Jääraudat,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Runkokiinnitys, pieni ja kevyt rakenne. Rakenne mahdollistaa peruutuksen ilman vaurioita. Kätevä säilytys, kun varustetta ei käytetä.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202330,,shopify,10000,deny,manual,129.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/277/SilverShop_Page_Product-276979/860202330__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Jääraudat,Jääraudat,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/277/SilverShop_Page_Product-276979/860202330__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
"Jääraudat | REX, Radien -Vakiona BoonDocker DS -malleissa REV Gen4, XM, XP Summit ja Freeride, XU Tundra","Jääraudat | REX, Radien -Vakiona BoonDocker DS -malleissa REV Gen4, XM, XP Summit ja Freeride, XU Tundra","<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Lisävoitelua kovissa ja jäisissä olosuhteissa. Runkokiinnitys, pieni ja kevyt rakenne. Rakenne mahdollistaa peruutuksen ilman vaurioita. Kätevä säilytys, kun varustetta ei käytetä.</p>
<p> </p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201728,,shopify,10000,deny,manual,99.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-891/e21eb3870fa078d9fb44b6a2b882f02c__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,"Jääraudat | REX, Radien -Vakiona BoonDocker DS -malleissa REV Gen4, XM, XP Summit ja Freeride, XU Tundra","Jääraudat | REX, Radien -Vakiona BoonDocker DS -malleissa REV Gen4, XM, XP Summit ja Freeride, XU Tundra",Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-891/e21eb3870fa078d9fb44b6a2b882f02c__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
KALLISTUKSEN VAKAAJAN PIKAIRROTUSSARJA,KALLISTUKSEN VAKAAJAN PIKAIRROTUSSARJA,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Tällä sarjalla muutat kelkkasi helposti reittiohjukseksi tai notkeaksi boondocking- kelkaksi. REV-XM, REV-XP Summit 2013 ja uudemmat</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860200811,,shopify,10000,deny,manual,69.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-265/ba63652f7db1260e8fd6c43dc09dfca2__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,KALLISTUKSEN VAKAAJAN PIKAIRROTUSSARJA,KALLISTUKSEN VAKAAJAN PIKAIRROTUSSARJA,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-265/ba63652f7db1260e8fd6c43dc09dfca2__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
"Kauko-ohjattava, säädettävä rajoitinremmi | Ski-Doo | 860201496","Kauko-ohjattava, säädettävä rajoitinremmi | Ski-Doo | 860201496","<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Valittavana 2 asetusta<br/>Voit muuttaa rajoitinremmin pituutta nopeasti ohjaustangosta. Säädin asennetaan tangon korotuspalaan. Säätöalue vastaa kahta reikää tavanomaisessa hihnassa (34 mm). Valittavana 2 asetusta: reiät 3–5 tai 2–4 (tavanomaisen hihnan reiät). US-patentti 9022156.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201496,,shopify,10000,deny,manual,294.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-267/d935760a8218ef8639ae79dd4fd8285e__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,"Kauko-ohjattava, säädettävä rajoitinremmi | Ski-Doo | 860201496","Kauko-ohjattava, säädettävä rajoitinremmi | Ski-Doo | 860201496",Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-267/d935760a8218ef8639ae79dd4fd8285e__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
